Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot
20230502 12:31:18.141 7 0 0 0 0 0 0 93 7 0 0 5000 11400 0 540 2 1.85 1.07 1.09 1 0
20230502 12:31:18.151 6 0 6 0 0 0 0 88 12 0 0 5800 9600 0 540 1 1.85 1.07 1.09 1 0
20230502 12:31:18.161 7 0 0 0 0 0 0 93 7 0 0 3700 6500 0 540 2 1.85 1.07 1.09 2 0
20230502 12:31:18.171 18 0 6 0 0 0 0 76 24 0 0 4100 8200 200 540 2 1.85 1.07 1.09 2 0
20230502 12:31:18.181 7 0 0 0 0 0 0 93 7 0 0 2800 6400 500 537 1 1.85 1.07 1.09 1 0
20230502 12:31:18.191 6 0 6 0 0 6 0 83 17 0 0 3500 500 0 537 2 1.85 1.07 1.09 1 0
20230502 12:31:18.201 6 0 0 0 0 0 0 94 6 0 0 3000 3600 0 537 1 1.85 1.07 1.09 1 0
20230502 12:31:18.211 7 0 0 0 0 0 0 93 7 0 0 3000 1000 0 537 1 1.85 1.07 1.09 1 0
20230502 12:31:18.221 6 0 0 0 0 0 0 94 6 0 0 1500 800 0 537 2 1.85 1.07 1.09 1 0
20230502 12:31:18.231 12 0 0 0 0 0 0 88 12 0 0 2500 7200 0 537 3 1.85 1.07 1.09 3 0
20230502 12:31:18.241 7 0 0 0 0 0 0 93 7 0 0 2300 9600 0 537 1 1.85 1.07 1.09 1 0
20230502 12:31:18.251 12 0 6 0 0 0 0 82 18 0 0 2500 10600 0 537 5 1.85 1.07 1.09 3 0
20230502 12:31:18.261 7 0 0 0 0 0 0 93 7 0 0 2000 8200 0 537 1 1.85 1.07 1.09 1 0
20230502 12:31:18.271 7 0 0 0 0 0 0 93 7 0 0 2000 8900 0 537 1 1.85 1.07 1.09 3 0
20230502 12:31:18.281 12 0 0 0 0 0 0 88 12 0 0 3000 10400 0 537 3 1.85 1.07 1.09 2 0
